canonical_name,display_name,category,method_type,brand_family,aliases,body_areas,description,competitor_methods
thunder,Thunder,laser_depilacja,device,aerolase,"thunder|thunder md|aerolase thunder","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser diodowy 755/810/1064nm Aerolase do depilacji wszystkich fototypów skóry; szybki tempo zabiegu (~15 min noga).","[""soprano"",""vectus"",""primex"",""motus"",""clarity_ii"",""diodowy_laser""]"
soprano,Soprano,laser_depilacja,device,alma_lasers,"soprano|soprano ice|soprano titanium|soprano xl","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser diodowy Alma 755/810/1064nm z technologią SHR (Super Hair Removal); bezbólowy.","[""thunder"",""vectus"",""primex"",""motus""]"
vectus,Vectus,laser_depilacja,device,lumenis,"vectus|lumenis vectus","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser diodowy Lumenis 810nm; skanowanie kontaktowe, duże spoty (do 23x23mm).","[""thunder"",""soprano"",""primex""]"
primex,Primex,laser_depilacja,device,bison_medical,"primex|primex md","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser diodowy Bison Medical 808nm; popularny w salonach średniego segmentu.","[""thunder"",""soprano"",""vectus""]"
motus,Motus,laser_depilacja,device,deka,"motus|motus ax|motus light","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser aleksandrytowy 755nm DEKA Motus AX; ruchoma głowica skanująca.","[""thunder"",""soprano"",""clarity_ii""]"
clarity_ii,Clarity II,laser_depilacja,device,lutronic,"clarity ii|clarity 2|lutronic clarity","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser dual Lutronic 755/1064nm; aleksandryt + Nd:YAG do depilacji + naczynia.","[""thunder"",""motus""]"
diodowy_laser,Laser diodowy,laser_depilacja,technique,,"laser diodowy|diodowa|depilacja diodowa","[""face"",""body"",""armpit"",""bikini"",""legs""]","Generic laser diodowy do depilacji (810nm dominant) — wszystkie typy skóry.","[""thunder"",""soprano"",""vectus"",""primex""]"
ipl,IPL,laser_depilacja,device,,"ipl|ipl shr|fotoepilacja","[""face"",""body"",""armpit"",""bikini"",""legs""]","Intense Pulsed Light — szeroki spektrum światła, fotoepilacja; tańszy, ale mniej skuteczny niż laser diodowy/aleksandryt.","[""thunder"",""soprano""]"
shr,SHR,laser_depilacja,technique,,"shr|super hair removal","[""face"",""body"",""armpit"",""bikini"",""legs""]","Super Hair Removal — technologia in-motion z chłodzeniem; znacznie bezbólowa wersja IPL.","[""ipl"",""soprano""]"
nd_yag,Nd:YAG,laser_skin,device,,"nd yag|ndyag|nd-yag|nd:yag","[""face"",""body""]","Laser neodymowy 1064nm — depilacja IV-VI fototyp, naczynia, zmiany barwnikowe.","[""diodowy_laser""]"
aleksandryt,Aleksandryt,laser_depilacja,device,,"aleksandryt|alexandryt|alexandrite","[""face"",""body"",""armpit"",""bikini"",""legs""]","Laser aleksandrytowy 755nm — szybki dla jasnej skóry; mniej skuteczny dla typu IV+.","[""thunder"",""motus""]"
fotona,Fotona,laser_skin,device,fotona,"fotona|fotona 4d|fotona sp dynamis","[""face"",""body""]","Lasery Fotona SP Dynamis (Nd:YAG + Er:YAG) — odmładzanie, naczynia, blizny, blizny po trądziku.","[""picosure"",""tixel""]"
picosure,PicoSure,laser_skin,device,cynosure,"picosure|pico sure|pico laser","[""face"",""body""]","Laser pikosekundowy 755nm Cynosure — usuwanie tatuaży, pigmentacja, odmładzanie.","[""picoway"",""fotona""]"
picoway,PicoWay,laser_skin,device,candela,"picoway|pico way","[""face"",""body""]","Laser pikosekundowy Candela 532/785/1064nm — multi-wavelength dla tatuaży i pigmentacji.","[""picosure"",""fotona""]"
tixel,Tixel,laser_skin,device,novoxel,"tixel|tixel laser","[""face"",""body""]","Termo-mechaniczna ablacja Novoxel — naskórek + blizny + zmarszczki; mniej inwazyjny niż CO2.","[""laser_co2"",""fotona""]"
laser_co2,Laser CO2,laser_skin,device,,"laser co2|co2 frakcyjny|co2 fraxel","[""face"",""body""]","Laser frakcyjny CO2 10600nm — głębokie odmładzanie, blizny, rozstępy; długie gojenie.","[""tixel"",""fotona""]"
laser_erbium,Erbium,laser_skin,device,,"erbium|er yag|laser erbium","[""face""]","Laser Er:YAG 2940nm — frakcyjny resurfacing, blizny po trądziku, zmarszczki.","[""laser_co2"",""tixel""]"
red_touch,Red Touch,laser_skin,device,deka,"red touch|red-touch","[""face"",""neck"",""decolte"",""hands""]","Laser DEKA Red Touch 675nm — odmładzanie skóry bez naskórka, miękkie spektrum.","[""fotona"",""picosure""]"
emface,EmFace,rf_hifu,device,btl,"emface|em face","[""face""]","BTL EmFace — synchroniczna RF + HIFES (synchroniczne pole magnetyczne) na mięśnie twarzy.","[""ultraformer"",""virtue_rf""]"
emsculpt,EmSculpt,rf_hifu,device,btl,"emsculpt|em sculpt|emsculpt neo","[""body"",""buttocks"",""abdomen""]","BTL EmSculpt NEO — HIFEM (induktywne pole) + RF do modelowania mięśni + redukcji tkanki tłuszczowej.","[""ultraformer"",""onda"",""cooltech""]"
onda,Onda,rf_hifu,device,deka,"onda|onda coolwaves","[""body"",""thighs"",""abdomen"",""buttocks""]","DEKA Onda CoolWaves — mikrofale 2.45GHz na tkankę tłuszczową + cellulit; non-invasive.","[""emsculpt"",""cooltech"",""coolsculpting""]"
hifem,HIFEM,rf_hifu,technique,,"hifem|high intensity electromagnetic","[""body"",""buttocks"",""abdomen""]","High-Intensity Focused Electromagnetic — induktywne pole na mięśnie głębokie; generic.","[""emsculpt""]"
hifu,HIFU,rf_hifu,technique,,"hifu|hifu lift","[""face"",""neck"",""body""]","High-Intensity Focused Ultrasound — głęboka termiczna stymulacja kolagenu, lifting bez skalpela.","[""ultraformer"",""ultherapy""]"
ultraformer,Ultraformer,rf_hifu,device,classys,"ultraformer|ultraformer iii|ultraformer mpt","[""face"",""neck"",""body""]","Classys Ultraformer III/MPT — micro + macro HIFU dla twarzy/szyi/ciała.","[""hifu"",""ultherapy""]"
ultherapy,Ultherapy,rf_hifu,device,merz,"ultherapy|ultera|ulthera","[""face"",""neck"",""decolte""]","Merz Ultherapy — pierwszy zatwierdzony HIFU FDA dla liftingu twarzy/szyi/dekoltu.","[""ultraformer"",""hifu""]"
virtue_rf,Virtue RF,rf_hifu,device,cartessa,"virtue rf|virtue|virtue mikroigłowa","[""face"",""neck"",""body""]","Cartessa Virtue RF — RF mikroigłowa frakcyjna z izolowanymi igłami; precyzyjna głębokość.","[""infini"",""morpheus8"",""endymed""]"
infini,Infini,rf_hifu,device,lutronic,"infini|infini rf|lutronic infini","[""face"",""neck""]","Lutronic Infini — RF mikroigłowa z izolowanymi igłami złotymi; popularna w PL.","[""virtue_rf"",""morpheus8""]"
morpheus8,Morpheus8,rf_hifu,device,inmode,"morpheus8|morpheus 8|morpheus","[""face"",""body""]","InMode Morpheus8 — RF mikroigłowa z głębokim resurfacingiem skóry + tkanki podskórnej.","[""virtue_rf"",""infini""]"
endymed,EndyMed,rf_hifu,device,endymed,"endymed|endymed 3deep","[""face"",""body""]","EndyMed 3DEEP — multi-source RF dla skóry i ciała, bez igieł.","[""virtue_rf"",""thermage""]"
thermage,Thermage,rf_hifu,device,solta_medical,"thermage|thermage flx|thermage cpt","[""face"",""body""]","Solta Medical Thermage FLX — monopolarna RF non-invasive, lifting i ujędrnianie.","[""endymed"",""ultraformer""]"
cooltech,CoolTech,rf_hifu,device,cocoon_medical,"cooltech|cool tech|cooltech define","[""body"",""abdomen"",""thighs""]","Cocoon Medical CoolTech — kriolipoliza, zamrażanie tkanki tłuszczowej.","[""coolsculpting"",""onda""]"
coolsculpting,CoolSculpting,rf_hifu,device,allergan,"coolsculpting|cool sculpting|coolsculpting elite","[""body"",""abdomen"",""thighs"",""arms""]","Allergan CoolSculpting — pierwsza FDA-approved kriolipoliza, kontrolowane zimno.","[""cooltech"",""onda""]"
endermolab,Endermolab,rf_hifu,device,lpg,"endermolab|endermologie|lpg|cellu m6","[""body"",""thighs"",""abdomen"",""buttocks""]","LPG Endermolab/Endermologie — mechaniczne masowanie podciśnieniowe z rolkami, anti-cellulit.","[""onda"",""cooltech""]"
hydrafacial,HydraFacial,mezoterapia,protocol,allergan,"hydrafacial|hydra facial|hydradermabrasja","[""face""]","Wieloetapowy zabieg (cleansing + peeling chemiczny + ekstrakcja + serum infusion). Allergan/Aesthetics.","[""oxybrasion"",""mikrodermabrazja""]"
oxybrasion,Oxybrasion,mezoterapia,technique,,"oxybrasion|oxy brasion|tlenobrasja","[""face""]","Mechaniczna mikrodermabrazja + tlen + serum pod ciśnieniem.","[""hydrafacial"",""mikrodermabrazja""]"
mikrodermabrazja,Mikrodermabrazja,mezoterapia,technique,,"mikrodermabrazja|mikrodermabrazja diamentowa|microdermabrasion","[""face"",""back""]","Mechaniczne złuszczanie naskórka diamentami lub korundem.","[""hydrafacial"",""oxybrasion""]"
mezoterapia_iglowa,Mezoterapia igłowa,mezoterapia,technique,,"mezoterapia igłowa|mezoterapia iglowa|needle mesotherapy","[""face"",""body"",""scalp""]","Iniekcje igłowe substancji bioaktywnych (witaminy, aminokwasy, peptydy, HA) w skórę właściwą.","[""dermapen"",""dermaroller""]"
mezoterapia_bezigłowa,Mezoterapia bezigłowa,mezoterapia,technique,,"mezoterapia bezigłowa|mezoterapia bezigłowa|needleless mesotherapy","[""face""]","Wprowadzanie substancji bioaktywnych bez igieł — elektroporacja, mezoporacja, ultradźwięki.","[""mezoterapia_iglowa""]"
dermapen,Dermapen,mezoterapia,device,equipmed,"dermapen|dermapen 4|dermapen 6|microneedling pen","[""face"",""neck"",""scalp"",""body""]","Mikronakłuwanie pen-style (Dermapen 4/6) — frakcyjna stymulacja, blizny, rozstępy.","[""dermaroller"",""mezoterapia_iglowa""]"
dermaroller,Dermaroller,mezoterapia,device,,"dermaroller|derma roller|microneedling roller","[""face"",""body"",""scalp""]","Mikronakłuwanie rollerem manualnym — tańsza alternatywa Dermapen.","[""dermapen""]"
aquashine,AQUASHINE,substancja,substance,caregen,"aquashine|aqua shine|aquashine ha light|aquashine btx","[""face"",""neck""]","Caregen AQUASHINE — biorewitalizujące koktajle peptydowe z HA, multi-wariant (BTX, HA Light, PTx).","[""profhilo"",""jalupro"",""nctf""]"
profhilo,Profhilo,substancja,substance,ibsa,"profhilo|profhilo h+l","[""face"",""neck"",""body""]","IBSA Profhilo — stabilizowany HA o najwyższej koncentracji, biostymulator (BAP).","[""aquashine"",""jalupro""]"
jalupro,Jalupro,substancja,substance,professional_derma,"jalupro|jalupro classic|jalupro hmw|jalupro super hydro","[""face"",""neck"",""hands""]","Professional Derma Jalupro — HA + aminokwasy, biorewitalizujące preparaty.","[""aquashine"",""profhilo""]"
nctf,NCTF,substancja,substance,fillmed,"nctf|nctf 135|nctf 135 ha","[""face"",""neck"",""scalp""]","FillMed NCTF — koktajl 53 składników (witaminy, aminokwasy, peptydy, HA).","[""aquashine"",""jalupro""]"
nucleofil,NUCLEOFIL,substancja,substance,mastelli,"nucleofil|nucleofil strong|nucleofil medium","[""face"",""neck""]","Mastelli NUCLEOFIL — polinukleotydy (PDRN) stymulujące fibroblasty.","[""rejuran"",""plinest""]"
rejuran,Rejuran,substancja,substance,pharmaresearch,"rejuran|rejuran healer|rejuran i|rejuran s","[""face"",""neck"",""eyes""]","PharmaResearch Rejuran — polinukleotydy z mleczu łososia (PN), regeneracja skóry.","[""nucleofil"",""plinest""]"
plinest,Plinest,substancja,substance,mastelli,"plinest|plinest one","[""face"",""neck""]","Mastelli Plinest — polinukleotydy (PDRN) bio-regenerujące.","[""nucleofil"",""rejuran""]"
xela_rederm,Xela Rederm,substancja,substance,institute_hyalual,"xela rederm|xela|institute hyalual","[""face"",""neck"",""decolte""]","Institute Hyalual Xela Rederm — HA + bursztynian sodu (sukcynian), redermalizacja.","[""profhilo"",""jalupro""]"
restylane,Restylane,substancja,substance,galderma,"restylane|restylane lyft|restylane kysse|restylane refyne|restylane defyne|restylane vital","[""face"",""lips""]","Galderma Restylane — pełna linia wypełniaczy HA NASHA/OBT, od cienkich do gęstych.","[""juvederm"",""belotero"",""teosyal"",""stylage""]"
juvederm,Juvederm,substancja,substance,allergan,"juvederm|juvederm voluma|juvederm volift|juvederm volbella|juvederm ultra","[""face"",""lips""]","Allergan Juvederm Vycross — wypełniacze HA premium, kilka gęstości.","[""restylane"",""belotero"",""teosyal""]"
belotero,Belotero,substancja,substance,merz,"belotero|belotero balance|belotero soft|belotero volume","[""face"",""lips""]","Merz Belotero — wypełniacze HA CPM, naturalna integracja w tkance.","[""restylane"",""juvederm""]"
teosyal,Teosyal,substancja,substance,teoxane,"teosyal|teosyal rha|teosyal redensity","[""face"",""lips""]","Teoxane Teosyal — wypełniacze HA RHA (resilient HA), różne gęstości.","[""restylane"",""juvederm""]"
stylage,Stylage,substancja,substance,vivacy,"stylage|stylage xl|stylage m|stylage s","[""face"",""lips""]","Vivacy Stylage — wypełniacze HA z dodatkiem antyoksydantów (mannitol, sorbitol).","[""restylane"",""juvederm""]"
profhilo_lips,Profhilo Lips,substancja,substance,ibsa,"profhilo lips|profhilo structura","[""lips""]","IBSA Profhilo Structura — biorewitalizujący HA dla ust, miękkie wyrównanie.","[""restylane"",""juvederm""]"
botox,Botoks,substancja,substance,allergan,"botox|botoks|botox vistabel","[""face""]","Allergan Botox/Vistabel — toksyna botulinowa typu A, neuromodulator zmarszczek mimicznych.","[""dysport"",""xeomin"",""bocouture"",""azzalure""]"
dysport,Dysport,substancja,substance,ipsen,"dysport|azzalure","[""face""]","Ipsen Dysport (Azzalure w wersji estetycznej) — abobotulinum, neuromodulator.","[""botox"",""xeomin""]"
xeomin,Xeomin,substancja,substance,merz,"xeomin|bocouture","[""face""]","Merz Xeomin/Bocouture — incobotulinum bez kompleksujących białek, mniejsza immunogenność.","[""botox"",""dysport""]"
sculptra,Sculptra,substancja,substance,galderma,"sculptra|new fill|new-fill","[""face"",""buttocks""]","Galderma Sculptra (kwas polimlekowy PLLA) — biostymulator kolagenu, wolne efekty 2-3 miesiące.","[""radiesse"",""ellanse"",""lanluma""]"
radiesse,Radiesse,substancja,substance,merz,"radiesse|radiesse plus","[""face"",""body"",""hands""]","Merz Radiesse — hydroksyapatyt wapnia (CaHA), wolumetryzacja + stymulator.","[""sculptra"",""ellanse""]"
ellanse,Ellanse,substancja,substance,sinclair,"ellanse|ellanse m|ellanse s|ellanse l|ellanse e","[""face""]","Sinclair Ellanse — polikaprolakton (PCL), długoletni stymulator kolagenu.","[""sculptra"",""radiesse""]"
lanluma,Lanluma,substancja,substance,sinclair,"lanluma|lanluma s|lanluma v","[""face"",""buttocks""]","Sinclair Lanluma — kwas polimlekowy PLLA generic-friendly do PL rynku.","[""sculptra"",""ellanse""]"
hyaluronidaza,Hialuronidaza,substancja,substance,,"hialuronidaza|hyalase|hylase","[""face"",""lips""]","Enzym rozkładający HA — antidotum na nieudane wypełnienia.",[]
prx_t33,PRX-T33,peeling,substance,who_pharma,"prx t33|prx-t33|prx33","[""face"",""body"",""neck""]","WiQo Pharma PRX-T33 — bio-rewitalizujący peeling TCA bez wymiotów, z H2O2 + kwasem kojowym.","[""mesopeel"",""cosmelan"",""dermalogica""]"
cosmelan,Cosmelan,peeling,protocol,mesoestetic,"cosmelan|cosmelan 2|mesoestetic cosmelan","[""face""]","Mesoestetic Cosmelan — depigmentacja kompleksowa (kwas kojowy + askorbinowy + arbutin + retinol).","[""dermamelan"",""melanostop""]"
dermamelan,Dermamelan,peeling,protocol,mesoestetic,"dermamelan","[""face""]","Mesoestetic Dermamelan — silniejsza wersja Cosmelan, do trudniejszych przebarwień.","[""cosmelan""]"
mesoestetic_peel,Mesoestetic Peel,peeling,substance,mesoestetic,"mesoestetic|mesopeel|mesoestetic peeling","[""face"",""body""]","Mesoestetic linia peelingów chemicznych (TCA, glikol, kwas mlekowy, ferulowy).","[""prx_t33"",""dermalogica""]"
dermalogica,Dermalogica,peeling,substance,dermalogica,"dermalogica|dermalogica pro clear|dermalogica facial","[""face""]","Dermalogica — linia produktów do peelingu chemicznego + zabiegów twarzowych.","[""mesoestetic_peel"",""obagi""]"
obagi,Obagi,peeling,substance,obagi_medical,"obagi|obagi nu-derm|obagi blue peel","[""face""]","Obagi Medical Nu-Derm + Blue Peel — programy medyczne depigmentacji + odmładzania.","[""skinceuticals"",""zo_skin_health""]"
zo_skin_health,ZO Skin Health,peeling,substance,zo_skin_health,"zo skin health|zo|obagi zo","[""face""]","Dr Zein Obagi ZO Skin Health — programy dermokosmetyczne premium.","[""obagi"",""skinceuticals""]"
skinceuticals,SkinCeuticals,peeling,substance,skinceuticals,"skinceuticals|skin ceuticals|sc","[""face""]","SkinCeuticals — antyoksydanty + peelingi kwasowe, premium dermokosmetyki.","[""obagi"",""zo_skin_health""]"
is_clinical,IS Clinical,peeling,substance,is_clinical,"is clinical|is-clinical","[""face""]","Innovative Skincare IS Clinical — kwasy + antyoksydanty, profesjonalne zabiegi.","[""skinceuticals"",""dermalogica""]"
dermaclear,DermaClear,peeling,protocol,,"dermaclear|derma clear|dermaclear z prx","[""face"",""neck"",""decolte""]","DermaClear — wieloskładnikowy peel z PRX-T33 + HA + peptydów; często z dodatkową HA mezoterapią.","[""prx_t33"",""pro_xn""]"
pro_xn,PRO XN,peeling,protocol,prove_skincare,"pro xn|proxn|pro-xn|pro xn acne|pro xn stop|pro xn intensive","[""face"",""neck""]","Prove Skincare PRO XN — wieloetapowy protokół na trądzik/przebarwienia/odmładzanie (I/II/III stopień).","[""dermaclear"",""mesoestetic_peel"",""prx_t33""]"
the_perfect_peel,The Perfect Peel,peeling,substance,bella_skincare,"perfect peel|the perfect peel","[""face""]","Bella Skincare The Perfect Peel — TCA + retinol + glutation + kojowy + askorbinowy.","[""prx_t33"",""cosmelan""]"
yellow_peel,Yellow Peel,peeling,protocol,,"yellow peel|peel żółty|peeling żółty","[""face""]","Generic Yellow Peel (retinolowy, kwas kojowy) — kuracja depigmentacyjna.","[""cosmelan"",""dermamelan""]"
peeling_chemiczny,Peeling chemiczny,peeling,technique,,"peeling chemiczny|kwasowy peeling|peeling kwasem","[""face"",""body""]","Generic chemical peel (glikol, salicyl, mlekowy, migdałowy, ferulowy etc.).",[]
peeling_kawitacyjny,Peeling kawitacyjny,peeling,technique,,"peeling kawitacyjny|cavitation peel","[""face""]","Peeling ultradźwiękowy — fala ultradźwiękowa + mikroporacja porów.","[""mikrodermabrazja""]"
oczyszczanie_wodorowe,Oczyszczanie wodorowe,peeling,technique,,"oczyszczanie wodorowe|hydrogenowe|h2 oczyszczanie","[""face""]","Wodorowe oczyszczanie — H2O2 + alkalinizacja porów + extraction.","[""hydrafacial"",""oxybrasion""]"
resur_fx,RESUR FX,laser_skin,device,lumenis,"resur fx|resurfx|refur fx","[""face"",""body""]","Lumenis ResurFX — frakcyjny non-ablative laser 1565nm, blizny i rozstępy.","[""tixel"",""fotona""]"
plexr,Plexr,laser_skin,device,gmv,"plexr|plexr plus","[""face"",""eyes""]","GMV Plexr — plazma jonizowana, niechirurgiczny lifting powiek bez skalpela.","[""ultraformer"",""hifu""]"
estgen,EstGen,mezoterapia,device,estgen,"estgen|est gen|est-gen","[""face"",""body""]","EstGen — urządzenie do elektrostimulacji + RF + mikroprądy do mezoterapii.","[""endermolab""]"
x_wave,X-Wave,rf_hifu,device,btl,"x wave|xwave|x-wave","[""body""]","BTL X-Wave — fala uderzeniowa anti-cellulite, drenaż.","[""onda"",""endermolab""]"
laminacja_brwi,Laminacja brwi,brwi_rzesy,protocol,,"laminacja brwi|brow lamination","[""eyebrows""]","Laminacja brwi — chemiczne wyprostowanie + utrwalenie kierunku, alternatywa dla HD Brows.","[""hd_brows""]"
laminacja_rzes,Laminacja rzęs,brwi_rzesy,protocol,,"laminacja rzęs|laminacja rzes|lash lamination|lash lift","[""eyelashes""]","Laminacja/lifting rzęs — chemiczne podkręcenie własnych rzęs (3-6 tyg).",[]
henna_brwi,Henna brwi,brwi_rzesy,protocol,,"henna brwi|henna pudrowa|brow tinting","[""eyebrows""]","Henna brwi — barwienie + stylizacja brwi, pudrowa lub klasyczna.","[""laminacja_brwi""]"
microblading,Microblading,makijaz_permanentny,technique,,"microblading|micro blading|pmu brwi","[""eyebrows""]","Pigmentacja brwi metodą włosa — manualne wprowadzanie pigmentu cienkimi liniami.","[""ombre_brwi"",""powder_brwi""]"
ombre_brwi,Ombre Brwi,makijaz_permanentny,technique,,"ombre brwi|ombre|brow ombre|brwi pudrowe","[""eyebrows""]","Pigmentacja brwi metodą piksel/ombre — efekt pudrowy makijażu.","[""microblading"",""powder_brwi""]"
manicure_hybrydowy,Manicure hybrydowy,manicure,technique,,"manicure hybrydowy|hybryda|gel polish|manicure hybrydowy klasyczny","[""hands""]","Hybryda — lakier hybrydowy utwardzany UV/LED, trwałość 2-4 tyg.","[""manicure_zelowy""]"
manicure_zelowy,Manicure żelowy,manicure,technique,,"manicure żelowy|żel|paznokcie żelowe|przedłużanie paznokci","[""hands""]","Manicure żelowy — żel UV na paznokciu własnym lub jako przedłużenie z tipsem.","[""manicure_hybrydowy"",""akrylowy""]"
manicure_japonski,Manicure japoński,manicure,protocol,,"manicure japoński|manicure japonski|p-shine","[""hands""]","Manicure leczniczy — pasta + pyłki wcierane, naturalna polerka.",[]
masaz_klasyczny,Masaż klasyczny,masaz,technique,,"masaż klasyczny|masaz klasyczny|relaksacyjny","[""body""]","Standardowy masaż relaksacyjny — głaskanie, ugniatanie, rozcieranie.","[""masaz_tajski""]"
masaz_tajski,Masaż tajski,masaz,technique,,"masaż tajski|masaz tajski|thai massage","[""body""]","Tradycyjny tajski — uciski + rozciąganie, wykonywany przez maty.","[""masaz_klasyczny""]"
masaz_lomilomi,Masaż Lomi Lomi,masaz,technique,,"lomi lomi|lomilomi|hawajski","[""body""]","Hawajski masaż przedramionami, fala uderzeniowa + olej.",[]
masaz_balijski,Masaż balijski,masaz,technique,,"masaż balijski|balinese","[""body""]","Tradycyjny balijski — akupresura + olej + rozciąganie.",[]
masaz_sportowy,Masaż sportowy,masaz,technique,,"masaż sportowy|sportowy|deep tissue","[""body""]","Głęboki masaż mięśniowy — relaksacja powięzi, sportowcy.","[""masaz_klasyczny""]"
karboksyterapia,Karboksyterapia,mezoterapia,technique,,"karboksyterapia|carboxytherapy|co2 therapy","[""face"",""body""]","Iniekcje medycznego CO2 — stymulacja krążenia, redukcja cellulitu, podkrążenia.","[""mezoterapia_iglowa""]"
liposukcja_iniekcyjna,Lipoliza iniekcyjna,mezoterapia,technique,,"lipoliza|liposukcja iniekcyjna|lipodissolve","[""body"",""face""]","Iniekcje preparatu (deoksycholan, fosfatydylocholina) rozpuszczające tkankę tłuszczową — np. bród.","[""kybella"",""aqualyx""]"
aqualyx,Aqualyx,substancja,substance,marllor,"aqualyx","[""body"",""face""]","Marllor Aqualyx — deoksycholan sodu w stabilizowanej formie, lipoliza iniekcyjna.","[""liposukcja_iniekcyjna""]"
kybella,Kybella,substancja,substance,allergan,"kybella|belkyra","[""face""]","Allergan Kybella/Belkyra — deoksycholan sodu, redukcja podbródka.","[""aqualyx""]"
mezofiller,Mezofiller,substancja,substance,,"mezofiller|meso filler","[""face""]","Hybryda mezo + wypełniacza HA z dodatkiem peptydów.","[""aquashine"",""profhilo""]"
kroplowka_iv,Kroplówka IV,inny,protocol,,"kroplówka|kroplowka|iv drip|kroplówka witaminowa|kroplówka nad","[""body""]","Iniekcje IV — witaminy/aminokwasy/glutation/NAD do układu krwionośnego.","[""mezoterapia_iglowa""]"
kroplowka_nad,Kroplówka NAD,inny,protocol,,"kroplówka nad|nad+|nad drip|neuronad","[""body""]","NAD+ IV — cząsteczka pro-energetyczna, anti-aging, regeneracja.","[""kroplowka_iv""]"
oxygen_therapy,Tlenoterapia,inny,technique,,"tlenoterapia|oxygen therapy|tlen","[""face"",""body""]","Aplikacja tlenu pod ciśnieniem na skórę lub komora hiperbaryczna.","[""hydrafacial""]"
oczyszczanie_manualne,Oczyszczanie manualne,oczyszczanie,technique,,"oczyszczanie manualne|extraction|comedoextraction","[""face""]","Standardowe manualne oczyszczanie skóry — extraction zaskórników/wykwitów.","[""hydrafacial"",""oczyszczanie_wodorowe""]"
keratyna_wlosow,Keratyna włosów,fryzjer_zabieg,protocol,,"keratyna|keratynowe prostowanie|brazilian keratin|btx włosów","[""hair""]","Wygładzanie keratynowe — formaldehyd-based lub bezformaldehydowe.","[""botoks_wlosow""]"
botoks_wlosow,Botoks na włosy,fryzjer_zabieg,protocol,,"botoks włosów|botoks na włosy|hair botox","[""hair""]","Regeneracyjne maski białkowe (lipid + protein) — odbudowa łuski, NIE neurotoksyna.","[""keratyna_wlosow""]"
olaplex,Olaplex,fryzjer_zabieg,substance,olaplex,"olaplex|olaplex bond builder","[""hair""]","Olaplex — kwas maleinowy odbudowujący wiązania disulfidowe, professional.","[""k18"",""botoks_wlosow""]"
k18,K18,fryzjer_zabieg,substance,k18,"k18|k18 mask|k18 peptide","[""hair""]","K18 — peptydowa maska rewitalizacyjna włosów, 4-min activation.","[""olaplex""]"
koloryzacja_balayage,Balayage,fryzjer_koloryzacja,technique,,"balayage|balejaż","[""hair""]","Koloryzacja freehand — naturalne pasma od środka długości.","[""ombre"",""sombre""]"
koloryzacja_ombre,Ombre,fryzjer_koloryzacja,technique,,"ombre|sombre","[""hair""]","Koloryzacja stopniowa — ciemne odrosty przechodzące w jaśniejsze końce.","[""koloryzacja_balayage""]"
strzyzenie,Strzyżenie,fryzjer_zabieg,technique,,"strzyżenie|strzyzenie|haircut","[""hair""]","Standard cut — strzyżenie damskie/męskie nożyczkami.",[]
depilacja_wosk,Depilacja woskiem,depilacja_klasyczna,technique,,"depilacja woskiem|wosk|brazilian wax|hot wax","[""body"",""armpit"",""bikini"",""legs"",""face""]","Depilacja woskiem cieple/twarde/strip-wax — klasyczna alternatywa dla lasera.","[""depilacja_pasta_cukrowa""]"
depilacja_pasta_cukrowa,Pasta cukrowa,depilacja_klasyczna,technique,,"pasta cukrowa|cukrowa|sugaring","[""body"",""armpit"",""bikini"",""legs"",""face""]","Depilacja pastą cukrową (sugaring) — orientalna technika ręczna lub strip.","[""depilacja_wosk""]"
